,age,duration,campaign,pdays,cons.conf.idx,job,marital,education,default,housing,loan,contact,day_of_week,poutcome,y,month_integer
15827,44,61,1,999,-42.7,0,2,2,0,2,0,0,1,1,0,7
2958,37,158,1,999,-36.4,1,1,2,0,0,0,1,4,1,0,5
34225,29,126,2,999,-46.2,0,1,6,0,2,0,0,4,0,0,5
7479,30,115,1,999,-36.4,1,1,2,1,0,0,1,0,1,0,5
22726,46,626,2,999,-36.1,1,1,0,0,2,0,0,1,1,1,8
1046,51,263,6,999,-36.4,1,1,0,1,2,0,1,4,1,0,5
35997,31,78,1,999,-46.2,4,1,3,0,2,0,0,3,0,0,5
11957,46,32,3,999,-41.8,1,1,1,0,0,0,1,3,1,0,6
18339,56,20,20,999,-42.7,2,1,0,1,2,0,0,2,1,0,7
26493,33,133,1,999,-42.0,4,1,6,0,0,0,0,2,1,0,11
25394,39,467,1,999,-42.0,10,1,2,1,2,0,0,3,1,0,11
24810,51,271,1,999,-42.0,0,1,3,0,0,2,0,3,0,0,11
36228,35,71,1,999,-40.8,1,2,5,0,0,0,0,1,1,0,6
8146,32,67,10,999,-41.8,9,1,5,0,2,0,1,3,1,0,6
36811,29,415,1,3,-40.8,0,2,3,0,2,0,0,1,2,1,6
2253,28,176,4,999,-36.4,7,1,3,0,2,0,1,3,1,0,5
15565,28,70,2,999,-42.7,0,2,3,0,0,0,1,0,1,0,7
1944,50,162,2,999,-36.4,9,1,6,0,2,0,1,0,1,0,5
36196,40,681,6,999,-46.2,1,1,0,0,2,0,0,2,1,0,5
29930,39,355,3,999,-47.1,0,1,6,0,0,0,0,1,0,0,4
6461,35,102,1,999,-36.4,7,1,3,0,0,0,1,4,1,0,5
3493,32,88,3,999,-36.4,0,1,6,0,0,0,1,2,1,0,5
26818,30,399,2,999,-42.0,9,2,6,0,0,2,0,2,0,0,11
1294,36,64,1,999,-36.4,7,1,1,0,2,0,1,2,1,0,5
9603,34,73,1,999,-41.8,1,1,2,1,0,0,1,1,1,0,6
4997,38,203,2,999,-36.4,7,2,2,1,2,0,1,4,1,0,5
13127,25,259,3,999,-42.7,9,2,6,0,2,0,0,4,1,0,7
4444,30,261,1,999,-36.4,7,1,3,0,2,0,1,3,1,0,5
29984,31,222,1,999,-47.1,9,2,6,0,1,1,1,3,1,0,4
7967,36,50,2,999,-41.8,1,2,0,0,2,0,1,1,1,0,6
20197,30,79,2,999,-36.1,9,2,3,0,0,0,0,1,1,0,8
33650,53,320,4,999,-46.2,1,2,7,0,2,0,0,4,1,0,5
35335,32,65,5,999,-46.2,6,1,5,0,0,2,1,0,1,0,5
25046,38,61,1,999,-42.0,4,1,6,0,0,0,0,3,1,0,11
10976,26,105,1,999,-41.8,9,2,3,0,1,1,1,4,1,0,6
39529,27,605,1,999,-34.6,0,2,6,0,2,0,0,3,1,0,4
25686,34,561,1,999,-42.0,9,1,3,0,0,2,0,4,1,1,11
4627,39,225,1,999,-36.4,10,1,6,0,0,0,1,4,1,0,5
33226,36,7,5,999,-46.2,0,2,6,0,0,0,0,3,1,0,5
30327,48,27,1,999,-47.1,2,1,6,0,0,0,0,2,0,0,4
26290,56,110,1,999,-42.0,0,0,6,0,2,0,0,2,1,0,11
7986,49,147,1,999,-41.8,9,1,5,0,0,0,1,1,1,0,6
11862,46,7,3,999,-41.8,0,1,3,0,2,0,1,0,1,0,6
39328,39,222,1,12,-34.8,9,0,3,0,0,0,0,1,2,1,3
14090,58,332,2,999,-42.7,4,1,6,1,2,0,0,1,1,0,7
763,30,118,3,999,-36.4,9,1,6,1,0,0,1,4,1,0,5
26253,35,137,1,999,-42.0,1,2,1,0,0,0,0,2,1,0,11
5554,52,228,1,999,-36.4,0,1,1,0,0,0,1,1,1,0,5
40295,31,200,4,999,-40.3,9,2,6,0,0,0,0,2,0,1,7
14162,25,122,3,999,-42.7,1,2,3,0,0,0,0,1,1,0,7
22242,41,898,2,999,-36.1,9,1,5,0,0,2,0,2,1,0,8
290,42,125,2,999,-36.4,4,0,6,0,2,0,1,1,1,0,5
14848,37,885,1,999,-42.7,7,0,2,0,0,0,0,4,1,0,7
9685,47,200,1,999,-41.8,1,1,0,1,0,0,1,1,1,0,6
12053,39,213,1,999,-41.8,6,1,1,1,0,2,1,0,1,0,6
33880,42,228,2,999,-46.2,9,0,3,0,2,0,0,4,0,0,5
18168,48,69,6,999,-42.7,7,1,1,0,0,0,0,4,1,0,7
5187,56,98,1,999,-36.4,10,0,6,1,2,0,1,0,1,0,5
3640,39,343,1,999,-36.4,0,1,3,0,2,0,1,0,1,0,5
24035,38,97,1,999,-40.4,0,1,3,0,2,0,1,0,1,1,10
1741,32,324,2,999,-36.4,0,0,3,0,2,0,1,0,1,0,5
8593,39,141,1,999,-41.8,1,1,1,0,2,2,1,4,1,0,6
2300,34,53,1,999,-36.4,2,1,5,0,2,0,1,3,1,0,5
35456,57,26,5,12,-46.2,0,2,3,0,2,0,1,1,2,0,5
11145,48,1082,1,999,-41.8,0,2,6,0,2,0,1,2,1,0,6
14962,23,1473,6,999,-42.7,1,2,7,1,0,0,0,4,1,0,7
16721,41,111,2,999,-42.7,1,1,1,0,2,0,0,4,1,0,7
4668,49,554,3,999,-36.4,1,1,2,1,0,2,1,4,1,0,5
25675,42,145,2,999,-42.0,2,2,6,0,2,0,0,4,1,0,11
3579,38,104,1,999,-36.4,6,2,6,0,0,0,1,0,1,0,5
26030,46,223,4,999,-42.0,1,1,0,0,2,0,0,4,1,0,11
25319,54,121,3,999,-42.0,5,1,3,1,2,0,0,3,1,0,11
37722,26,99,1,999,-31.4,0,2,6,0,0,0,0,2,0,0,8
3107,37,420,1,999,-36.4,0,0,3,0,2,0,1,2,1,0,5
19881,35,417,1,999,-36.1,0,1,6,0,2,0,0,0,1,0,8
17639,45,890,4,999,-42.7,6,0,6,0,0,2,0,1,1,1,7
27549,59,140,2,999,-42.0,0,1,6,1,0,0,0,0,0,0,11
30854,37,221,2,999,-46.2,4,0,7,0,2,0,0,3,0,0,5
31710,41,93,1,999,-46.2,4,1,6,0,2,0,0,2,1,0,5
1088,59,517,3,999,-36.4,5,0,0,0,2,0,1,4,1,0,5
13544,31,128,6,999,-42.7,0,0,3,0,0,0,0,2,1,0,7
21038,41,789,1,999,-36.1,4,1,6,0,2,0,0,2,1,0,8
38871,25,381,1,999,-30.1,0,2,7,0,2,0,0,1,0,1,11
29063,36,140,1,999,-47.1,0,2,3,0,0,0,0,0,1,0,4
11137,51,22,1,999,-41.8,9,1,5,0,2,0,1,2,1,0,6
15076,27,284,1,999,-42.7,0,2,3,1,2,0,0,2,1,0,7
4617,54,152,1,999,-36.4,1,1,2,1,2,0,1,3,1,0,5
17685,38,121,5,999,-42.7,6,1,3,0,2,0,1,3,1,0,7
36202,23,77,1,999,-46.2,8,2,3,0,2,0,0,2,0,0,5
25856,39,180,1,999,-42.0,9,2,5,0,2,0,0,4,0,0,11
10969,56,308,1,999,-41.8,9,2,6,0,2,0,1,4,1,0,6
27256,37,18,7,999,-42.0,2,1,5,0,0,0,0,0,1,0,11
40746,37,173,1,999,-37.5,0,1,6,0,0,2,0,2,1,1,9
34311,23,638,1,6,-46.2,0,2,3,0,2,0,0,2,2,0,5
17962,47,308,2,999,-42.7,3,1,0,1,2,2,1,3,1,0,7
32341,27,1448,2,999,-46.2,0,2,3,0,2,0,0,0,1,1,5
21109,34,299,3,999,-36.1,0,2,6,0,0,0,0,1,1,0,8
29753,43,87,2,999,-47.1,4,1,6,0,2,0,0,1,0,0,4
26473,31,62,2,999,-42.0,7,1,3,0,0,0,0,2,1,0,11
26114,32,196,3,999,-42.0,9,1,5,0,2,2,1,4,0,0,11
5873,36,23,10,999,-36.4,1,1,3,1,2,0,1,1,1,0,5
6017,25,275,4,999,-36.4,0,1,3,0,2,2,1,3,1,0,5
32784,43,99,2,999,-46.2,1,1,1,0,0,0,0,1,0,0,5
3830,39,827,2,999,-36.4,1,0,1,1,0,0,1,0,1,0,5
22779,33,417,2,999,-36.1,9,1,5,0,2,0,0,1,1,0,8
39723,24,699,1,13,-40.0,10,2,3,0,2,0,0,1,0,1,5
19089,35,148,2,999,-36.1,11,1,2,0,2,0,0,3,1,0,8
8096,39,61,7,999,-41.8,0,1,6,0,0,0,1,1,1,0,6
35447,38,17,7,999,-46.2,9,2,5,0,2,0,0,1,0,0,5
27055,43,163,1,999,-42.0,0,2,6,0,2,0,0,0,1,0,11
6057,57,122,1,999,-36.4,6,1,2,1,2,2,1,3,1,0,5
19455,39,122,1,999,-36.1,9,2,5,0,0,0,0,2,1,0,8
30539,19,121,5,999,-46.2,8,2,7,0,2,0,0,1,1,0,5
660,59,273,2,999,-36.4,5,0,0,1,0,0,1,3,1,0,5
35654,41,276,4,10,-46.2,10,1,5,0,0,0,0,1,2,0,5
14671,34,323,3,999,-42.7,9,0,5,0,0,0,0,3,1,0,7
11023,25,121,2,999,-41.8,1,1,2,0,2,0,1,4,1,0,6
20562,46,252,3,999,-36.1,0,1,3,0,2,0,0,3,1,0,8
32121,37,72,1,999,-46.2,1,2,2,0,2,0,0,0,0,0,5
37386,36,623,2,6,-31.4,0,0,6,0,0,2,0,4,2,1,8
30706,41,123,1,999,-46.2,1,1,2,0,2,0,0,3,1,0,5
35040,30,637,1,999,-46.2,4,2,6,0,2,0,0,0,1,1,5
4312,41,171,1,999,-36.4,7,1,3,1,2,0,1,3,1,0,5
26329,34,48,4,999,-42.0,9,1,6,0,1,1,0,2,1,0,11
31613,39,141,8,999,-46.2,0,1,3,0,2,0,0,2,1,0,5
37637,22,162,2,999,-31.4,8,2,5,0,2,0,0,1,0,1,8
10186,54,339,3,999,-41.8,1,0,7,1,2,0,1,2,1,0,6
9276,47,2653,3,999,-41.8,0,0,6,0,2,0,1,0,1,1,6
4550,42,267,2,999,-36.4,0,1,2,0,2,2,1,3,1,0,5
20706,39,130,3,999,-36.1,0,0,6,0,2,0,0,4,1,0,8
26891,46,60,2,999,-42.0,1,1,0,1,2,2,0,2,1,0,11
317,56,136,2,999,-36.4,5,1,1,0,0,0,1,1,1,0,5
7689,27,231,2,999,-36.4,0,1,2,0,2,0,1,0,1,0,5
154,40,155,1,999,-36.4,1,1,7,0,2,2,1,1,1,0,5
5185,30,156,2,999,-36.4,7,2,3,1,0,0,1,0,1,0,5
6566,27,217,1,999,-36.4,1,1,2,0,0,2,1,4,1,0,5
24877,48,71,1,999,-42.0,7,1,3,0,2,0,0,3,1,0,11
12844,43,220,2,999,-42.7,1,1,1,0,2,0,0,3,1,0,7
32418,29,26,1,999,-46.2,1,2,0,0,2,0,0,0,1,0,5
10372,24,298,6,999,-41.8,7,1,3,0,2,0,1,1,1,0,6
5378,38,50,3,999,-36.4,7,1,3,1,0,0,1,0,1,0,5
39679,33,62,2,999,-40.0,9,1,5,0,2,2,0,0,1,0,5
1720,28,646,1,999,-36.4,7,2,2,1,0,0,1,0,1,0,5
30835,45,335,2,999,-46.2,1,1,0,1,2,0,0,3,0,0,5
12581,52,387,1,999,-42.7,2,1,2,1,2,0,0,1,1,0,7
24478,33,76,2,999,-42.0,0,0,6,0,2,0,0,1,1,0,11
14510,33,156,4,999,-42.7,0,2,6,0,2,0,0,3,1,0,7
25632,45,137,1,999,-42.0,7,0,2,0,0,0,0,4,1,0,11
21606,33,116,1,999,-36.1,9,2,6,0,2,0,0,3,1,0,8
38665,28,158,1,999,-30.1,0,1,3,0,2,0,0,4,1,0,11
14489,30,295,4,999,-42.7,2,2,3,0,0,2,0,3,1,0,7
4130,32,100,2,999,-36.4,1,1,5,0,2,0,1,1,1,0,5
3897,33,145,4,999,-36.4,7,1,3,0,0,0,1,1,1,0,5
16891,45,418,2,999,-42.7,0,1,7,1,2,0,0,2,1,0,7
18553,38,857,2,999,-42.7,7,1,3,0,0,0,0,2,1,1,7
30613,44,108,1,999,-46.2,6,1,3,0,2,0,0,1,1,0,5
37238,58,121,2,999,-31.4,0,1,6,0,0,0,1,0,1,0,8
27959,32,52,3,999,-50.0,0,2,6,0,0,0,0,1,1,0,3
24238,54,77,1,999,-42.0,0,1,2,0,2,0,0,1,1,0,11
34661,42,113,2,999,-46.2,1,1,2,0,0,0,1,2,1,0,5
32405,34,456,2,999,-46.2,0,1,6,0,2,0,0,0,0,0,5
19254,46,102,3,999,-36.1,6,1,2,1,2,2,0,4,1,0,8
9168,41,320,1,999,-41.8,1,1,3,1,0,2,1,0,1,0,6
40698,29,157,7,3,-37.5,9,2,5,0,2,0,0,1,2,0,9
8004,36,145,2,999,-41.8,7,1,3,1,0,0,1,1,1,0,6
12257,39,97,1,999,-42.7,0,2,3,0,0,0,1,2,1,0,7
8812,38,305,5,999,-41.8,7,1,3,1,0,0,1,2,1,0,6
37300,46,151,3,999,-31.4,1,1,5,0,0,0,1,1,0,0,8
18679,30,272,2,999,-42.7,10,1,3,0,2,0,0,2,1,0,7
12153,34,157,1,999,-42.7,9,2,5,0,2,0,1,3,1,0,7
11153,35,291,1,999,-41.8,0,1,3,0,0,2,1,2,1,0,6
22581,39,115,4,999,-36.1,0,1,6,0,0,0,0,0,1,0,8
12381,49,148,3,999,-42.7,0,0,3,0,0,0,0,1,1,0,7
26395,52,202,1,999,-42.0,0,0,6,0,2,0,0,2,1,0,11
2929,33,1044,2,999,-36.4,0,1,3,0,2,2,1,4,1,0,5
20574,56,178,8,999,-36.1,1,1,7,0,2,0,0,3,1,0,8
2564,37,34,4,999,-36.4,9,1,5,0,0,0,1,3,1,0,5
24228,39,151,1,999,-42.0,10,1,2,0,2,0,0,1,1,0,11
29994,65,106,1,999,-47.1,5,1,0,0,1,1,0,3,1,1,4
19118,38,339,2,999,-36.1,0,0,6,0,2,0,0,3,1,0,8
7455,32,197,1,999,-36.4,1,1,2,0,0,0,1,0,1,0,5
29278,37,606,2,1,-47.1,7,1,3,0,0,0,0,0,2,0,4
7182,53,107,2,999,-36.4,6,1,0,0,0,0,1,2,1,0,5
30017,23,341,2,999,-47.1,0,2,6,0,0,0,0,4,1,1,4
16439,21,281,1,999,-42.7,1,1,2,0,2,0,0,4,1,0,7
8195,42,579,1,999,-41.8,0,2,3,0,0,0,1,3,1,0,6
9438,32,121,4,999,-41.8,0,2,6,0,1,1,1,0,1,0,6
20723,39,657,6,999,-36.1,9,1,5,0,2,2,0,4,1,1,8
31050,36,54,1,999,-46.2,1,1,1,1,0,0,0,4,0,0,5
5737,37,124,2,999,-36.4,3,1,3,0,2,0,1,1,1,0,5
19483,44,1056,1,999,-36.1,1,1,2,0,0,0,0,2,1,1,8
32884,57,371,1,999,-46.2,9,1,3,0,0,2,0,1,0,0,5
4606,53,37,13,999,-36.4,0,1,6,0,0,2,1,3,1,0,5
17453,43,405,3,999,-42.7,7,1,1,1,2,2,0,1,1,0,7
23103,48,286,1,999,-36.1,0,1,6,1,2,0,0,3,1,0,8
32825,39,313,1,999,-46.2,1,2,2,0,2,0,0,1,0,0,5
6585,40,615,2,999,-36.4,0,1,6,0,2,0,1,4,1,1,5
25916,44,102,2,999,-42.0,7,1,3,0,2,0,1,4,1,0,11
26138,29,182,2,999,-42.0,9,2,5,0,2,2,0,4,1,0,11
7697,50,81,2,999,-36.4,1,1,7,1,2,0,1,0,1,0,5
5804,30,116,4,999,-36.4,9,2,5,0,2,0,1,1,1,0,5
35809,41,34,7,999,-46.2,10,1,5,0,2,0,0,1,1,0,5
7429,33,283,1,999,-36.4,0,1,3,0,0,0,1,0,1,0,5
34028,30,166,1,999,-46.2,0,1,3,0,0,0,0,4,0,0,5
19773,51,82,1,999,-36.1,9,1,6,1,0,0,0,0,1,0,8
25971,56,501,2,999,-42.0,2,1,6,0,2,0,0,4,1,0,11
2470,49,431,2,999,-36.4,1,1,0,1,0,0,1,3,1,0,5
1079,26,139,3,999,-36.4,9,2,2,0,2,0,1,4,1,0,5
11811,38,38,6,999,-41.8,1,2,2,0,2,0,1,0,1,0,6
7878,38,59,3,999,-41.8,9,1,2,0,0,0,1,1,1,0,6
14891,41,516,4,999,-42.7,1,1,7,1,0,0,0,4,1,0,7
31149,44,168,1,999,-46.2,1,1,1,0,2,0,0,4,1,0,5
4502,48,140,1,999,-36.4,1,1,5,0,2,0,1,3,1,0,5
34026,31,156,1,999,-46.2,1,0,3,0,0,0,0,4,0,0,5
10471,29,335,3,999,-41.8,1,2,3,1,0,0,1,1,1,0,6
40587,32,128,3,999,-37.5,7,2,6,0,0,0,0,2,0,0,9
17614,46,22,3,999,-42.7,6,1,6,0,0,0,0,1,1,0,7
30444,30,160,4,999,-46.2,0,2,6,0,2,0,0,1,0,0,5
20037,44,67,2,999,-36.1,1,1,1,0,0,0,0,1,1,0,8
8562,33,355,1,999,-41.8,0,1,6,0,2,0,1,4,1,0,6
39542,50,717,3,999,-34.6,0,1,2,0,2,0,0,2,1,1,4
8650,35,113,2,999,-41.8,0,1,3,0,0,0,1,4,1,0,6
4453,37,697,2,999,-36.4,0,1,3,0,2,2,1,3,1,0,5
30852,32,235,2,999,-46.2,9,1,5,0,2,0,0,3,1,0,5
20997,30,153,1,999,-36.1,0,1,3,1,0,2,0,2,1,0,8
37533,31,158,1,999,-31.4,9,1,6,0,0,0,0,2,1,0,8
25512,34,36,1,999,-42.0,9,1,6,0,2,0,0,4,1,0,11
12061,40,392,4,999,-41.8,7,1,3,0,0,0,1,0,1,0,6
7805,30,493,1,999,-41.8,0,1,6,0,0,0,1,1,1,0,6
19786,47,207,1,999,-36.1,7,1,3,0,2,0,0,0,1,0,8
3632,33,211,2,999,-36.4,7,1,3,0,2,0,1,0,1,0,5
14393,35,356,3,999,-42.7,0,1,3,1,0,0,0,1,1,0,7
27122,48,103,1,999,-42.0,1,1,0,1,0,2,0,0,0,0,11
24002,43,147,1,999,-40.4,9,2,5,0,0,0,1,0,1,0,10
39948,37,249,2,999,-39.8,10,2,6,0,0,0,0,0,1,0,6
22748,36,472,7,999,-36.1,0,1,5,0,2,0,0,1,1,0,8
27975,31,131,1,999,-47.1,9,1,5,0,2,0,0,4,1,0,4
609,50,87,1,999,-36.4,7,1,3,0,0,0,1,3,1,0,5
5946,24,154,1,999,-36.4,1,1,2,0,0,0,1,3,1,0,5
3094,39,391,2,999,-36.4,0,2,6,1,0,0,1,2,1,0,5
36063,28,390,1,999,-46.2,1,1,2,0,2,0,0,3,1,1,5
24614,34,62,2,999,-42.0,7,2,3,0,0,0,1,1,0,0,11
14831,25,202,1,999,-42.7,0,2,3,0,2,0,0,4,1,0,7
17751,50,116,1,999,-42.7,9,1,5,1,2,0,0,3,1,0,7
35578,30,134,1,999,-46.2,0,2,6,1,2,0,0,1,1,0,5
8043,44,73,3,999,-41.8,1,0,7,0,0,2,1,1,1,0,6
12535,31,118,2,999,-42.7,0,1,6,0,2,0,1,1,1,0,7
1188,32,70,1,999,-36.4,0,1,3,0,0,0,1,2,1,0,5
5820,26,346,2,999,-36.4,1,1,5,1,2,0,1,1,1,0,5
39434,42,271,1,999,-34.6,3,0,0,0,2,0,1,1,0,0,4
30095,64,227,3,999,-47.1,5,1,6,0,0,0,1,1,1,0,4
19036,42,130,2,999,-36.1,0,1,6,0,2,0,0,3,1,0,8
33872,30,324,2,999,-46.2,9,2,7,0,2,2,0,4,1,0,5
26683,32,75,2,999,-42.0,1,2,2,0,2,0,0,2,1,0,11
13629,51,132,1,999,-42.7,0,1,5,0,2,0,0,2,1,0,7
29837,33,58,5,999,-47.1,0,2,3,1,2,0,1,1,1,0,4
12749,34,183,1,999,-42.7,0,1,6,0,2,0,0,3,1,0,7
367,57,306,1,999,-36.4,0,0,2,0,0,0,1,3,1,0,5
15789,55,93,1,999,-42.7,0,1,6,0,0,0,0,1,1,0,7
28720,26,176,1,999,-47.1,0,2,6,0,1,1,0,2,1,0,4
30559,28,497,3,999,-46.2,0,2,6,0,0,0,0,1,1,0,5
17718,57,156,4,999,-42.7,11,1,7,1,0,0,0,3,1,0,7
33225,26,256,1,999,-46.2,1,1,2,0,2,0,0,3,1,0,5
8341,34,35,32,999,-41.8,0,2,6,0,0,0,1,3,1,0,6
19422,31,80,2,999,-36.1,7,1,5,1,0,2,0,4,1,0,8
34915,43,311,1,999,-46.2,2,1,5,0,2,0,0,0,0,1,5
34615,26,134,2,999,-46.2,1,2,2,0,0,0,0,2,1,0,5
12649,37,237,2,999,-42.7,9,1,5,1,0,0,1,1,1,0,7
39806,34,238,1,6,-39.8,0,1,3,0,2,0,0,4,2,1,6
14975,32,185,1,999,-42.7,0,2,2,0,0,0,0,2,1,0,7
762,37,124,2,999,-36.4,7,1,3,0,2,0,1,4,1,0,5
30927,30,228,1,999,-46.2,4,2,6,0,2,2,0,3,0,0,5
31637,29,193,1,999,-46.2,1,1,2,0,2,0,0,2,1,0,5
8845,41,89,1,999,-41.8,1,1,2,1,0,0,1,2,1,0,6
12446,37,412,4,999,-42.7,1,1,2,0,0,0,0,1,1,0,7
30822,49,123,1,999,-46.2,2,1,3,0,0,0,0,3,1,0,5
33995,33,134,1,999,-46.2,1,1,1,0,2,0,0,4,0,0,5
7191,49,29,4,999,-36.4,0,1,1,1,0,2,1,2,1,0,5
40520,36,212,7,6,-38.3,0,1,6,0,0,0,0,4,2,0,8
6110,57,98,1,999,-36.4,1,1,0,1,0,0,1,3,1,0,5
16360,21,285,2,999,-42.7,7,2,2,0,2,0,0,4,1,0,7
16640,46,400,2,999,-42.7,0,0,3,0,0,2,0,4,1,0,7
12894,32,212,1,999,-42.7,1,1,6,0,0,0,0,3,1,0,7
38896,34,393,4,999,-30.1,3,2,0,0,2,0,0,3,1,1,11
988,37,209,2,999,-36.4,0,1,6,0,0,0,1,4,1,0,5
32442,49,347,2,999,-46.2,1,2,7,1,2,0,0,0,1,0,5
15722,34,177,1,999,-42.7,1,1,3,0,0,2,0,1,1,0,7
22074,29,160,3,999,-36.1,0,2,6,0,2,0,0,4,1,0,8
9764,54,26,3,999,-41.8,5,1,6,1,0,0,1,1,1,0,6
23209,42,265,11,999,-36.1,9,0,5,0,2,0,0,3,1,0,8
20445,34,126,2,999,-36.1,7,1,5,0,2,0,0,3,1,0,8
3667,53,317,1,999,-36.4,1,0,0,1,0,0,1,0,1,0,5
33642,57,164,2,999,-46.2,0,1,0,1,2,0,0,4,0,0,5
39070,36,52,4,999,-33.0,0,1,6,0,2,0,1,0,1,0,12
5105,26,268,1,999,-36.4,1,2,2,1,0,2,1,0,1,0,5
6398,35,108,3,999,-36.4,1,1,3,0,0,2,1,3,1,0,5
31778,35,326,1,999,-46.2,0,2,3,0,2,2,0,2,1,0,5
32038,29,1051,2,999,-46.2,7,1,5,0,0,0,0,2,1,0,5
40296,51,396,4,999,-40.3,0,1,6,0,0,0,0,2,0,1,7
33211,24,137,1,999,-46.2,8,2,0,0,2,0,0,3,1,0,5
22226,29,91,1,999,-36.1,0,2,6,0,2,2,0,2,1,0,8
8127,39,59,4,999,-41.8,9,1,5,0,2,0,1,1,1,0,6
37329,31,115,2,999,-31.4,0,2,6,0,2,2,1,3,1,0,8
17975,52,79,4,999,-42.7,0,1,6,0,2,0,0,3,1,0,7
21328,32,73,6,999,-36.1,9,1,3,1,2,0,0,1,1,0,8
23691,33,402,1,999,-36.1,0,2,6,0,0,0,0,2,1,0,8
20705,50,1149,5,999,-36.1,0,1,6,0,2,0,0,4,1,1,8
37178,32,148,2,4,-31.4,9,1,6,0,2,0,0,2,2,0,8
19061,58,197,1,999,-36.1,7,1,7,1,2,0,0,3,1,0,8
34229,31,48,4,999,-46.2,1,2,2,0,0,0,1,4,0,0,5
12694,50,339,2,999,-42.7,0,1,3,1,2,0,0,1,1,0,7
30174,48,871,1,999,-47.1,2,1,6,0,2,0,0,2,1,1,4
30383,66,416,1,999,-47.1,10,2,0,0,2,0,0,2,1,1,4
24843,43,145,2,999,-42.0,2,1,0,0,2,0,0,3,1,0,11
22144,34,103,1,999,-36.1,0,1,3,0,2,0,0,2,1,0,8
25439,31,180,3,999,-42.0,1,2,3,0,2,0,0,4,1,0,11
32476,33,296,5,999,-46.2,1,1,3,1,0,2,0,0,0,0,5
31703,38,259,1,999,-46.2,1,1,2,0,2,0,0,2,1,0,5
10516,34,83,1,999,-41.8,0,1,3,0,0,0,1,3,1,0,6
1044,42,169,2,999,-36.4,7,1,3,1,0,0,1,4,1,0,5
29373,40,625,3,999,-47.1,6,1,6,0,0,0,0,0,1,0,4
29634,37,147,1,999,-47.1,9,2,5,0,0,0,0,1,1,0,4
3078,56,311,5,999,-36.4,7,0,3,1,0,0,1,2,1,0,5
29154,34,70,1,999,-47.1,1,1,2,0,2,0,0,0,0,0,4
37839,48,207,3,999,-31.4,4,1,6,1,2,0,0,0,0,0,8
11175,38,574,4,999,-41.8,9,2,5,0,0,0,1,2,1,0,6
10456,47,2769,4,999,-41.8,1,1,0,0,2,0,1,1,1,1,6
28985,38,143,1,999,-47.1,4,1,3,1,2,0,0,0,1,0,4
17679,49,786,4,999,-42.7,1,0,1,1,2,0,0,1,1,0,7
25726,38,291,1,999,-42.0,1,0,3,0,2,2,0,4,1,0,11
38183,71,131,2,999,-26.9,5,1,2,0,0,0,0,0,1,0,10
5453,28,252,5,999,-36.4,11,2,2,1,2,0,1,0,1,0,5
29716,33,153,1,999,-47.1,9,0,5,0,2,0,0,1,0,0,4
3687,32,379,1,999,-36.4,7,1,5,0,2,0,1,0,1,0,5
15619,59,91,4,999,-42.7,5,1,0,1,0,0,0,1,1,0,7
22744,57,88,2,999,-36.1,1,1,2,0,2,0,0,1,1,0,8
17602,57,73,2,999,-42.7,5,1,3,0,0,0,0,1,1,0,7
7018,40,144,1,999,-36.4,6,1,3,1,2,0,1,2,1,0,5
15282,35,169,7,999,-42.7,10,0,2,0,0,0,0,2,1,0,7
15193,55,139,5,999,-42.7,3,0,7,1,0,0,0,2,1,0,7
24354,38,64,1,999,-42.0,1,1,0,0,2,0,0,1,1,0,11
14926,35,156,6,999,-42.7,8,1,2,0,0,0,0,4,1,0,7
18267,43,180,7,999,-42.7,9,0,5,1,2,2,0,4,1,0,7
3604,56,346,1,999,-36.4,1,2,1,0,2,0,1,0,1,0,5
9727,25,92,6,999,-41.8,9,2,6,0,0,0,1,1,1,0,6
35365,43,126,2,999,-46.2,0,1,3,0,2,0,0,0,0,0,5
41113,34,206,1,6,-50.8,9,1,7,0,0,0,0,3,2,1,11
14272,31,225,2,999,-42.7,3,1,3,0,2,0,0,1,1,0,7
22824,47,1152,3,999,-36.1,0,1,3,0,2,0,0,1,1,1,8
8727,54,79,10,999,-41.8,0,1,6,1,2,0,1,4,1,0,6
13880,32,128,2,999,-42.7,4,2,3,0,0,0,0,0,1,0,7
2629,37,1106,4,999,-36.4,0,1,3,0,0,0,1,3,1,0,5
9171,34,122,16,999,-41.8,0,2,3,0,2,0,1,0,1,0,6
628,58,328,2,999,-36.4,0,1,7,1,2,0,1,3,1,0,5
3674,27,102,1,999,-36.4,7,1,3,0,2,0,1,0,1,0,5
6601,35,399,1,999,-36.4,9,1,6,1,0,0,1,4,1,0,5
10468,36,375,2,999,-41.8,0,1,6,0,1,1,1,1,1,0,6
11725,33,81,3,999,-41.8,0,1,5,0,0,0,1,0,1,0,6
15698,34,193,1,999,-42.7,0,1,3,0,2,2,0,1,1,0,7
18150,33,729,2,999,-42.7,1,0,2,0,2,0,0,4,1,1,7
40753,23,270,3,999,-37.5,0,2,6,0,0,0,0,2,0,1,9
13867,34,684,1,999,-42.7,7,0,2,0,0,0,0,0,1,0,7
794,28,298,1,999,-36.4,11,2,2,1,0,0,1,4,1,0,5
37338,52,167,1,10,-31.4,4,1,3,0,2,2,0,3,0,1,8
22883,42,169,2,999,-36.1,4,1,6,0,0,0,0,1,1,0,8
6489,33,68,1,999,-36.4,9,1,2,0,0,0,1,4,1,0,5
